lstm_normal,lstm_student,gru_normal,gru_student,bekk_lstm_scalar,bekk_lstm_vector,bekk_lstm_mix,neural_bekk_asym_diag,bekk_symmetric,bekk_asymmetric,dcc,adcc
-2.9693088259697102,-2.859695611554184,-2.9921394109132113,-2.865327508523573,-2.976697496697816,-2.920820613676024,-2.9328705364264973,-2.953720017949612,-2.8210216607903087,-2.796680735341916,-2.8565428335262615,-2.856542828757517
-2.963270163793248,-2.8651753541930316,-3.0080744669426647,-2.8884353838759997,-2.976371841360452,-2.9376097499612683,-2.9256267710576602,-2.9538194078792817,-2.825788055265052,-2.8020791434070067,-2.8723034227337885,-2.872303417780596
-3.003919232436822,-2.8819472868366987,-3.020984100047752,-2.898318331477321,-2.916260369265511,-2.9154215053519046,-2.9085321173639698,-2.9144109968499654,-2.8296236266106214,-2.8055498825854563,-2.8672260318984573,-2.8672260270179026
-2.9016742205239723,-2.8136693666359966,-2.981838180486394,-2.8839559351851785,-2.931055358726579,-2.915578114885845,-2.892772272735772,-2.911900756469344,-2.8347657444200243,-2.8130565974228454,-2.8861432632792177,-2.8861432582606867
-2.9811407238105336,-2.8716800716804975,-2.9543916870443883,-2.874500978706144,-2.923587167676172,-2.894176905751834,-2.8476095557296612,-2.866094880853625,-2.8205657195314178,-2.8010688101309493,-2.8623706249295813,-2.862370619407901
-2.9191100194239787,-2.8307783497800565,-2.895636892778694,-2.8537610394069297,-2.888009617776356,-2.866735268882395,-2.812071047874354,-2.8211702926830586,-2.80791102163015,-2.784518720286146,-2.847485330842143,-2.8474853252678423
-2.8355791674841253,-2.779017044328366,-2.8679606764736687,-2.8486971514721855,-2.9021084238015975,-2.8715587737684376,-2.8214519037465178,-2.8544169676055304,-2.8244114025992437,-2.800231992899089,-2.8725766603547456,-2.872576654930312
-2.8504850227808682,-2.794301557927795,-2.8478148196514934,-2.8223981907950675,-2.8852332434187318,-2.8159563290868004,-2.8019495803922916,-2.8566792007906665,-2.8311228879009884,-2.8060504587378374,-2.841253718759831,-2.8412537149495645
-2.8251889140358717,-2.7742620687835617,-2.8312475570035254,-2.803771043862259,-2.856532402307869,-2.7734852046010805,-2.7817043705703846,-2.846313383018268,-2.8342636845040774,-2.8095870889319996,-2.8536034566670128,-2.8536034528370897
-2.918893387715009,-2.8275712731304226,-2.8109520168066555,-2.773151029354489,-2.7994794995437466,-2.714691132886094,-2.7414976858189677,-2.781330146922228,-2.816802996849286,-2.7939148276317765,-2.8124346056012,-2.812434602158652
-2.7654431985750945,-2.6771925442350963,-2.789198302286739,-2.7375887640720116,-2.7599032046209606,-2.656280271083948,-2.710135752131883,-2.7151179949602717,-2.8078442352641475,-2.785399647328846,-2.78291960158264,-2.782919598105694
-2.8233764335299307,-2.737734501241308,-2.811601757386441,-2.757682292469987,-2.8301885631558656,-2.683583149858854,-2.7687717159834073,-2.7718324890834793,-2.815733469165826,-2.7932601128199908,-2.807130846377879,-2.807130842741377
-2.880617665401105,-2.750911995736363,-2.8256614202800514,-2.7684497749914403,-2.8868030887979166,-2.7191413916915943,-2.8131260513262957,-2.8148460182079926,-2.7999714388654895,-2.781791966718017,-2.8119669915504764,-2.811966987379508
-2.866319325551206,-2.7212849070832013,-2.849481130506449,-2.7806668378879316,-2.9324521017554783,-2.763063042348315,-2.8579077633614878,-2.868300574849286,-2.803008409595106,-2.7861020317214713,-2.8322598347689927,-2.832259830230728
-2.8345263710224184,-2.6904443144897514,-2.810871516246376,-2.7509237529414055,-2.9564945643454488,-2.7571088522245764,-2.837774472216513,-2.8527878134564038,-2.813570208707793,-2.798346657995681,-2.841557792100558,-2.841557787811194
-2.7868978062040197,-2.7060143345370857,-2.8399210045320604,-2.771530534111374,-3.009736368939885,-2.829151154810886,-2.862413598966441,-2.8857128175266786,-2.8336955641516632,-2.8169235165251774,-2.871999550987082,-2.8719995466725203
-2.7691836964676755,-2.7381923669650776,-2.823320370991739,-2.7614580728131166,-2.990837256474996,-2.831641092966789,-2.8449245033572343,-2.873545380804602,-2.8465027568177104,-2.8304399714826602,-2.880480796040887,-2.880480792242
-2.783283137684063,-2.7706675238293235,-2.829953471423572,-2.778195082503694,-2.995756724237622,-2.8557311019334572,-2.853620298181665,-2.8945484447253897,-2.865497154995594,-2.847994630686951,-2.9120231375969343,-2.9120231336970943
-2.939173161991106,-2.8793085940353396,-2.85620217183031,-2.809293975617251,-2.9929314759963797,-2.8949220059329854,-2.8747566930786195,-2.9076639824384256,-2.8753666808737206,-2.857507284606431,-2.9339762374684466,-2.9339762333762143
-2.8924389161540605,-2.872356890531359,-2.859560748490047,-2.8098412017148635,-2.971104239640329,-2.9008938631506322,-2.876184838806078,-2.915655927425046,-2.8934679621260426,-2.874028913398529,-2.939737525529288,-2.9397375220200566
-2.8250911148785045,-2.820601952089706,-2.836297097448636,-2.790875127969379,-2.8527603372199306,-2.8743973724868983,-2.8247705263565526,-2.8526929007527455,-2.8745412997997133,-2.858819279526946,-2.939100318561508,-2.9391003143046106
-2.813140219887659,-2.7962776608302518,-2.773995582418056,-2.7179523211947583,-2.6717040699125283,-2.758210874033203,-2.7086809160175123,-2.7369010484864553,-2.815715300346036,-2.805254108242438,-2.8169883165877616,-2.8169883123805253
-2.7114289811306653,-2.709207018770053,-2.694302553122352,-2.642877251858815,-2.6197697763257466,-2.6972835235649093,-2.6637317211888107,-2.6867863934611624,-2.784570050539973,-2.7793961133992893,-2.7957432499493406,-2.795743245315623
-2.653005219059727,-2.667317237581142,-2.6468958741492594,-2.588655576330958,-2.6185601251177735,-2.6248470786258022,-2.633968762695742,-2.6896448545269633,-2.7849890878503136,-2.7772781233786694,-2.738320000443955,-2.7383199973994667
-2.6521643989616557,-2.6784958466033686,-2.635770706080164,-2.574888311459325,-2.6432834937268566,-2.588425749938849,-2.6280690928847146,-2.69261354468496,-2.777111951247471,-2.7699782664312487,-2.738647895774024,-2.738647892387684
-2.568278331431511,-2.574100325828747,-2.577971990704911,-2.506726394203038,-2.6203574806446444,-2.4399223634284883,-2.5167247370282793,-2.5689129654203597,-2.768100437634111,-2.757429159556063,-2.6212082101427727,-2.621208209429416
-2.5672177320254113,-2.5637509736611928,-2.570060208715793,-2.4921426961563617,-2.7266000043970666,-2.4233493704440643,-2.545371054675431,-2.59632373512708,-2.782868628283043,-2.7710783152607683,-2.645953634586113,-2.6459536337086305
-2.5855664751068783,-2.59312445911663,-2.5725848584649,-2.4911546469218133,-2.77364939061977,-2.40905602226195,-2.5696878010199184,-2.621194152053868,-2.7988376486415385,-2.785632449722269,-2.666252622991325,-2.66625262211233
-2.521506309085264,-2.534106115726387,-2.5491306137282996,-2.462930928677449,-2.8350870536637434,-2.3688383946705605,-2.560870094074635,-2.6129811844744695,-2.8147609297991525,-2.800115054713385,-2.6410522295197776,-2.6410522298758803
-2.505708549314954,-2.52202693253598,-2.540831318249872,-2.447987100739966,-2.9521966997291957,-2.3612508064781164,-2.587014219888961,-2.6438430186085773,-2.8076655460845914,-2.796987148535038,-2.657480750296345,-2.6574807503283533
-2.576061173891273,-2.579530851761742,-2.553405480440972,-2.4571527281383165,-2.940194137381806,-2.342975766525677,-2.577674249951786,-2.621910435496019,-2.7790431518094025,-2.769663815637707,-2.6391605180453683,-2.6391605175193256
-2.554724597759119,-2.547698113658962,-2.5756719989910164,-2.4759156073718316,-2.9825404736981627,-2.3462817952573736,-2.6052819821957955,-2.6438479327762217,-2.7902761347197016,-2.7793459528660285,-2.6581074370981534,-2.6581074363078048
-2.5735860458020197,-2.550210960216431,-2.598092670397522,-2.4978161929075973,-3.0186878947658,-2.346587074998326,-2.6162779902218793,-2.646963898195971,-2.8004527498544776,-2.787439297667432,-2.6633212982093237,-2.663321297346179
-2.5955553192974934,-2.5723861180485716,-2.6228924331658803,-2.526177972309124,-3.0260528387854793,-2.3798036636787967,-2.635952989263182,-2.6618153174473225,-2.8093916899331846,-2.796469759118965,-2.6904263296928055,-2.6904263284857857
-2.6479473160230915,-2.6274613927648494,-2.637421220184774,-2.5446374665679303,-3.016078327799546,-2.408123170114888,-2.6624807928037826,-2.682741901964063,-2.824516495323455,-2.809943692405848,-2.7123663730132317,-2.712366371732481
-2.6570770049177117,-2.6290313027982437,-2.6554728062181203,-2.572266626692772,-2.9366252728241333,-2.455448660231023,-2.6731434954859963,-2.6883608677536546,-2.824058783397255,-2.8060454215534616,-2.7311894477885645,-2.7311894460994792
