seed,model,metric,value
42,adcc,expected_exceptions,9.25
0,lstm_normal,pval_kupiec,0.14455135881038994
0,lstm_student,pval_kupiec,0.5744312405273544
0,gru_normal,pval_kupiec,0.9338625169657003
0,gru_student,pval_kupiec,0.9338625169657003
0,bekk_lstm_vector,pval_kupiec,0.8067407000532538
0,bekk_lstm_scalar,pval_kupiec,0.8067407000532538
0,bekk_lstm_mix,pval_kupiec,0.8067407000532538
0,neural_bekk_asym_diag,pval_kupiec,0.9338625169657003
0,bekk_symmetric,pval_kupiec,0.2428716626058993
0,bekk_asymmetric,pval_kupiec,0.2428716626058993
0,dcc,pval_kupiec,0.2428716626058993
0,adcc,pval_kupiec,0.2428716626058993
1,lstm_normal,pval_kupiec,0.5744312405273544
1,lstm_student,pval_kupiec,0.5744312405273544
1,gru_normal,pval_kupiec,0.6724123009394447
1,gru_student,pval_kupiec,0.6724123009394447
1,bekk_lstm_vector,pval_kupiec,0.2428716626058993
1,bekk_lstm_scalar,pval_kupiec,0.38487863637479336
1,bekk_lstm_mix,pval_kupiec,0.8067407000532538
1,neural_bekk_asym_diag,pval_kupiec,0.6724123009394447
1,bekk_symmetric,pval_kupiec,0.2428716626058993
1,bekk_asymmetric,pval_kupiec,0.2428716626058993
1,dcc,pval_kupiec,0.2428716626058993
1,adcc,pval_kupiec,0.2428716626058993
2,lstm_normal,pval_kupiec,0.5744312405273544
2,lstm_student,pval_kupiec,0.8067407000532538
2,gru_normal,pval_kupiec,0.6724123009394447
2,gru_student,pval_kupiec,0.6724123009394447
2,bekk_lstm_vector,pval_kupiec,0.8067407000532538
2,bekk_lstm_scalar,pval_kupiec,0.5744312405273544
2,bekk_lstm_mix,pval_kupiec,0.5744312405273544
2,neural_bekk_asym_diag,pval_kupiec,0.5744312405273544
2,bekk_symmetric,pval_kupiec,0.2428716626058993
2,bekk_asymmetric,pval_kupiec,0.2428716626058993
2,dcc,pval_kupiec,0.2428716626058993
2,adcc,pval_kupiec,0.2428716626058993
3,lstm_normal,pval_kupiec,0.8067407000532538
3,lstm_student,pval_kupiec,0.5744312405273544
3,gru_normal,pval_kupiec,0.9338625169657003
3,gru_student,pval_kupiec,0.6724123009394447
3,bekk_lstm_vector,pval_kupiec,0.5744312405273544
3,bekk_lstm_scalar,pval_kupiec,0.5744312405273544
3,bekk_lstm_mix,pval_kupiec,0.9338625169657003
3,neural_bekk_asym_diag,pval_kupiec,0.5744312405273544
3,bekk_symmetric,pval_kupiec,0.2428716626058993
3,bekk_asymmetric,pval_kupiec,0.2428716626058993
3,dcc,pval_kupiec,0.2428716626058993
3,adcc,pval_kupiec,0.2428716626058993
4,lstm_normal,pval_kupiec,0.5744312405273544
4,lstm_student,pval_kupiec,0.8067407000532538
4,gru_normal,pval_kupiec,0.5744312405273544
4,gru_student,pval_kupiec,0.6724123009394447
4,bekk_lstm_vector,pval_kupiec,0.5744312405273544
4,bekk_lstm_scalar,pval_kupiec,0.38487863637479336
4,bekk_lstm_mix,pval_kupiec,0.5744312405273544
4,neural_bekk_asym_diag,pval_kupiec,0.8067407000532538
4,bekk_symmetric,pval_kupiec,0.2428716626058993
4,bekk_asymmetric,pval_kupiec,0.2428716626058993
4,dcc,pval_kupiec,0.2428716626058993
4,adcc,pval_kupiec,0.2428716626058993
5,lstm_normal,pval_kupiec,0.5744312405273544
5,lstm_student,pval_kupiec,0.38487863637479336
5,gru_normal,pval_kupiec,0.9338625169657003
5,gru_student,pval_kupiec,0.6724123009394447
5,bekk_lstm_vector,pval_kupiec,0.5744312405273544
5,bekk_lstm_scalar,pval_kupiec,0.38487863637479336
5,bekk_lstm_mix,pval_kupiec,0.8067407000532538
5,neural_bekk_asym_diag,pval_kupiec,0.9338625169657003
5,bekk_symmetric,pval_kupiec,0.2428716626058993
5,bekk_asymmetric,pval_kupiec,0.2428716626058993
5,dcc,pval_kupiec,0.2428716626058993
5,adcc,pval_kupiec,0.2428716626058993
6,lstm_normal,pval_kupiec,0.5744312405273544
6,lstm_student,pval_kupiec,0.5744312405273544
6,gru_normal,pval_kupiec,0.9338625169657003
6,gru_student,pval_kupiec,0.9338625169657003
6,bekk_lstm_vector,pval_kupiec,0.5744312405273544
6,bekk_lstm_scalar,pval_kupiec,0.8067407000532538
6,bekk_lstm_mix,pval_kupiec,0.9338625169657003
6,neural_bekk_asym_diag,pval_kupiec,0.9338625169657003
6,bekk_symmetric,pval_kupiec,0.2428716626058993
6,bekk_asymmetric,pval_kupiec,0.2428716626058993
6,dcc,pval_kupiec,0.2428716626058993
6,adcc,pval_kupiec,0.2428716626058993
7,lstm_normal,pval_kupiec,0.8067407000532538
7,lstm_student,pval_kupiec,0.8067407000532538
7,gru_normal,pval_kupiec,0.8067407000532538
7,gru_student,pval_kupiec,0.9338625169657003
7,bekk_lstm_vector,pval_kupiec,0.9338625169657003
7,bekk_lstm_scalar,pval_kupiec,0.8067407000532538
7,bekk_lstm_mix,pval_kupiec,0.8067407000532538
7,neural_bekk_asym_diag,pval_kupiec,0.6724123009394447
7,bekk_symmetric,pval_kupiec,0.2428716626058993
7,bekk_asymmetric,pval_kupiec,0.2428716626058993
7,dcc,pval_kupiec,0.2428716626058993
7,adcc,pval_kupiec,0.2428716626058993
8,lstm_normal,pval_kupiec,0.8067407000532538
8,lstm_student,pval_kupiec,0.8067407000532538
8,gru_normal,pval_kupiec,0.6724123009394447
8,gru_student,pval_kupiec,0.9338625169657003
8,bekk_lstm_vector,pval_kupiec,0.5744312405273544
8,bekk_lstm_scalar,pval_kupiec,0.8067407000532538
8,bekk_lstm_mix,pval_kupiec,0.9338625169657003
8,neural_bekk_asym_diag,pval_kupiec,0.8067407000532538
8,bekk_symmetric,pval_kupiec,0.2428716626058993
8,bekk_asymmetric,pval_kupiec,0.2428716626058993
8,dcc,pval_kupiec,0.2428716626058993
8,adcc,pval_kupiec,0.2428716626058993
9,lstm_normal,pval_kupiec,0.5744312405273544
9,lstm_student,pval_kupiec,0.5744312405273544
9,gru_normal,pval_kupiec,0.9338625169657003
9,gru_student,pval_kupiec,0.9338625169657003
9,bekk_lstm_vector,pval_kupiec,0.6724123009394447
9,bekk_lstm_scalar,pval_kupiec,0.8067407000532538
9,bekk_lstm_mix,pval_kupiec,0.6724123009394447
9,neural_bekk_asym_diag,pval_kupiec,0.8067407000532538
9,bekk_symmetric,pval_kupiec,0.2428716626058993
9,bekk_asymmetric,pval_kupiec,0.2428716626058993
9,dcc,pval_kupiec,0.2428716626058993
9,adcc,pval_kupiec,0.2428716626058993
42,lstm_normal,pval_kupiec,0.8067407000532538
42,lstm_student,pval_kupiec,0.9338625169657003
42,gru_normal,pval_kupiec,0.6724123009394447
42,gru_student,pval_kupiec,0.9338625169657003
42,bekk_lstm_vector,pval_kupiec,0.5744312405273544
42,bekk_lstm_scalar,pval_kupiec,0.5744312405273544
42,bekk_lstm_mix,pval_kupiec,0.9338625169657003
42,neural_bekk_asym_diag,pval_kupiec,0.6724123009394447
42,bekk_symmetric,pval_kupiec,0.2428716626058993
42,bekk_asymmetric,pval_kupiec,0.2428716626058993
42,dcc,pval_kupiec,0.2428716626058993
42,adcc,pval_kupiec,0.2428716626058993
0,lstm_normal,pval_christoffersen_ind,0.20337942696904687
0,lstm_student,pval_christoffersen_ind,0.11593346518086627
0,gru_normal,pval_christoffersen_ind,0.07193618589473723
0,gru_student,pval_christoffersen_ind,0.07193618589473723
0,bekk_lstm_vector,pval_christoffersen_ind,0.09250290332999839
0,bekk_lstm_scalar,pval_christoffersen_ind,0.09250290332999839
0,bekk_lstm_mix,pval_christoffersen_ind,0.09250290332999839
0,neural_bekk_asym_diag,pval_christoffersen_ind,0.07193618589473723
0,bekk_symmetric,pval_christoffersen_ind,0.01091699580150539
0,bekk_asymmetric,pval_christoffersen_ind,0.17140187074296617
0,dcc,pval_christoffersen_ind,0.01091699580150539
0,adcc,pval_christoffersen_ind,0.01091699580150539
1,lstm_normal,pval_christoffersen_ind,0.11593346518086627
1,lstm_student,pval_christoffersen_ind,0.11593346518086627
1,gru_normal,pval_christoffersen_ind,0.0541949487121868
1,gru_student,pval_christoffersen_ind,0.0541949487121868
1,bekk_lstm_vector,pval_christoffersen_ind,0.01091699580150539
1,bekk_lstm_scalar,pval_christoffersen_ind,0.1422386651653347
1,bekk_lstm_mix,pval_christoffersen_ind,0.09250290332999839
1,neural_bekk_asym_diag,pval_christoffersen_ind,0.0541949487121868
1,bekk_symmetric,pval_christoffersen_ind,0.01091699580150539
1,bekk_asymmetric,pval_christoffersen_ind,0.17140187074296617
1,dcc,pval_christoffersen_ind,0.01091699580150539
1,adcc,pval_christoffersen_ind,0.01091699580150539
2,lstm_normal,pval_christoffersen_ind,0.11593346518086627
2,lstm_student,pval_christoffersen_ind,0.09250290332999839
2,gru_normal,pval_christoffersen_ind,0.0541949487121868
2,gru_student,pval_christoffersen_ind,0.0541949487121868
2,bekk_lstm_vector,pval_christoffersen_ind,0.0032493658390131265
2,bekk_lstm_scalar,pval_christoffersen_ind,0.11593346518086627
2,bekk_lstm_mix,pval_christoffersen_ind,0.11593346518086627
2,neural_bekk_asym_diag,pval_christoffersen_ind,0.11593346518086627
2,bekk_symmetric,pval_christoffersen_ind,0.01091699580150539
2,bekk_asymmetric,pval_christoffersen_ind,0.17140187074296617
2,dcc,pval_christoffersen_ind,0.01091699580150539
2,adcc,pval_christoffersen_ind,0.01091699580150539
3,lstm_normal,pval_christoffersen_ind,0.09250290332999839
3,lstm_student,pval_christoffersen_ind,0.11593346518086627
3,gru_normal,pval_christoffersen_ind,0.0019717941960926085
3,gru_student,pval_christoffersen_ind,0.0011176184190466471
3,bekk_lstm_vector,pval_christoffersen_ind,0.11593346518086627
3,bekk_lstm_scalar,pval_christoffersen_ind,0.11593346518086627
3,bekk_lstm_mix,pval_christoffersen_ind,0.07193618589473723
3,neural_bekk_asym_diag,pval_christoffersen_ind,0.11593346518086627
3,bekk_symmetric,pval_christoffersen_ind,0.01091699580150539
3,bekk_asymmetric,pval_christoffersen_ind,0.17140187074296617
3,dcc,pval_christoffersen_ind,0.01091699580150539
3,adcc,pval_christoffersen_ind,0.01091699580150539
4,lstm_normal,pval_christoffersen_ind,0.11593346518086627
4,lstm_student,pval_christoffersen_ind,0.09250290332999839
4,gru_normal,pval_christoffersen_ind,0.11593346518086627
4,gru_student,pval_christoffersen_ind,0.0541949487121868
4,bekk_lstm_vector,pval_christoffersen_ind,0.11593346518086627
4,bekk_lstm_scalar,pval_christoffersen_ind,0.1422386651653347
4,bekk_lstm_mix,pval_christoffersen_ind,0.11593346518086627
4,neural_bekk_asym_diag,pval_christoffersen_ind,0.09250290332999839
4,bekk_symmetric,pval_christoffersen_ind,0.01091699580150539
4,bekk_asymmetric,pval_christoffersen_ind,0.17140187074296617
4,dcc,pval_christoffersen_ind,0.01091699580150539
4,adcc,pval_christoffersen_ind,0.01091699580150539
5,lstm_normal,pval_christoffersen_ind,0.11593346518086627
5,lstm_student,pval_christoffersen_ind,0.1422386651653347
5,gru_normal,pval_christoffersen_ind,0.07193618589473723
5,gru_student,pval_christoffersen_ind,0.0541949487121868
5,bekk_lstm_vector,pval_christoffersen_ind,0.00507297808367812
5,bekk_lstm_scalar,pval_christoffersen_ind,0.1422386651653347
5,bekk_lstm_mix,pval_christoffersen_ind,0.09250290332999839
5,neural_bekk_asym_diag,pval_christoffersen_ind,0.07193618589473723
5,bekk_symmetric,pval_christoffersen_ind,0.01091699580150539
5,bekk_asymmetric,pval_christoffersen_ind,0.17140187074296617
5,dcc,pval_christoffersen_ind,0.01091699580150539
5,adcc,pval_christoffersen_ind,0.01091699580150539
6,lstm_normal,pval_christoffersen_ind,0.11593346518086627
6,lstm_student,pval_christoffersen_ind,0.11593346518086627
6,gru_normal,pval_christoffersen_ind,0.07193618589473723
6,gru_student,pval_christoffersen_ind,0.07193618589473723
6,bekk_lstm_vector,pval_christoffersen_ind,0.11593346518086627
6,bekk_lstm_scalar,pval_christoffersen_ind,0.09250290332999839
6,bekk_lstm_mix,pval_christoffersen_ind,0.07193618589473723
6,neural_bekk_asym_diag,pval_christoffersen_ind,0.07193618589473723
6,bekk_symmetric,pval_christoffersen_ind,0.01091699580150539
6,bekk_asymmetric,pval_christoffersen_ind,0.17140187074296617
6,dcc,pval_christoffersen_ind,0.01091699580150539
6,adcc,pval_christoffersen_ind,0.01091699580150539
7,lstm_normal,pval_christoffersen_ind,0.09250290332999839
7,lstm_student,pval_christoffersen_ind,0.09250290332999839
7,gru_normal,pval_christoffersen_ind,0.09250290332999839
7,gru_student,pval_christoffersen_ind,0.07193618589473723
7,bekk_lstm_vector,pval_christoffersen_ind,0.0019717941960926085
7,bekk_lstm_scalar,pval_christoffersen_ind,0.09250290332999839
7,bekk_lstm_mix,pval_christoffersen_ind,0.09250290332999839
7,neural_bekk_asym_diag,pval_christoffersen_ind,0.0541949487121868
7,bekk_symmetric,pval_christoffersen_ind,0.01091699580150539
7,bekk_asymmetric,pval_christoffersen_ind,0.17140187074296617
7,dcc,pval_christoffersen_ind,0.01091699580150539
7,adcc,pval_christoffersen_ind,0.01091699580150539
8,lstm_normal,pval_christoffersen_ind,0.09250290332999839
8,lstm_student,pval_christoffersen_ind,0.0032493658390131265
8,gru_normal,pval_christoffersen_ind,0.0541949487121868
8,gru_student,pval_christoffersen_ind,0.07193618589473723
8,bekk_lstm_vector,pval_christoffersen_ind,0.00507297808367812
8,bekk_lstm_scalar,pval_christoffersen_ind,0.09250290332999839
8,bekk_lstm_mix,pval_christoffersen_ind,0.07193618589473723
8,neural_bekk_asym_diag,pval_christoffersen_ind,0.09250290332999839
8,bekk_symmetric,pval_christoffersen_ind,0.01091699580150539
8,bekk_asymmetric,pval_christoffersen_ind,0.17140187074296617
8,dcc,pval_christoffersen_ind,0.01091699580150539
8,adcc,pval_christoffersen_ind,0.01091699580150539
9,lstm_normal,pval_christoffersen_ind,0.11593346518086627
9,lstm_student,pval_christoffersen_ind,0.11593346518086627
9,gru_normal,pval_christoffersen_ind,0.0019717941960926085
9,gru_student,pval_christoffersen_ind,0.0019717941960926085
9,bekk_lstm_vector,pval_christoffersen_ind,0.0541949487121868
9,bekk_lstm_scalar,pval_christoffersen_ind,0.09250290332999839
9,bekk_lstm_mix,pval_christoffersen_ind,0.0541949487121868
9,neural_bekk_asym_diag,pval_christoffersen_ind,0.09250290332999839
9,bekk_symmetric,pval_christoffersen_ind,0.01091699580150539
9,bekk_asymmetric,pval_christoffersen_ind,0.17140187074296617
9,dcc,pval_christoffersen_ind,0.01091699580150539
9,adcc,pval_christoffersen_ind,0.01091699580150539
42,lstm_normal,pval_christoffersen_ind,0.09250290332999839
42,lstm_student,pval_christoffersen_ind,0.07193618589473723
42,gru_normal,pval_christoffersen_ind,0.0541949487121868
42,gru_student,pval_christoffersen_ind,0.07193618589473723
42,bekk_lstm_vector,pval_christoffersen_ind,0.00507297808367812
42,bekk_lstm_scalar,pval_christoffersen_ind,0.11593346518086627
42,bekk_lstm_mix,pval_christoffersen_ind,0.07193618589473723
42,neural_bekk_asym_diag,pval_christoffersen_ind,0.0541949487121868
42,bekk_symmetric,pval_christoffersen_ind,0.01091699580150539
42,bekk_asymmetric,pval_christoffersen_ind,0.17140187074296617
42,dcc,pval_christoffersen_ind,0.01091699580150539
42,adcc,pval_christoffersen_ind,0.01091699580150539
0,lstm_normal,pval_christoffersen_cc,0.15360317246478258
0,lstm_student,pval_christoffersen_cc,0.2482373457408814
0,gru_normal,pval_christoffersen_cc,0.19738826013811153
0,gru_student,pval_christoffersen_cc,0.19738826013811153
0,bekk_lstm_vector,pval_christoffersen_cc,0.2357326905150423
0,bekk_lstm_scalar,pval_christoffersen_cc,0.2357326905150423
0,bekk_lstm_mix,pval_christoffersen_cc,0.2357326905150423
0,neural_bekk_asym_diag,pval_christoffersen_cc,0.19738826013811153
0,bekk_symmetric,pval_christoffersen_cc,0.0198150493486927
0,bekk_asymmetric,pval_christoffersen_cc,0.19844490139815685
0,dcc,pval_christoffersen_cc,0.0198150493486927
0,adcc,pval_christoffersen_cc,0.0198150493486927
1,lstm_normal,pval_christoffersen_cc,0.2482373457408814
1,lstm_student,pval_christoffersen_cc,0.2482373457408814
1,gru_normal,pval_christoffersen_cc,0.1433109118254155
1,gru_student,pval_christoffersen_cc,0.1433109118254155
1,bekk_lstm_vector,pval_christoffersen_cc,0.0198150493486927
1,bekk_lstm_scalar,pval_christoffersen_cc,0.2335600034318475
1,bekk_lstm_mix,pval_christoffersen_cc,0.2357326905150423
1,neural_bekk_asym_diag,pval_christoffersen_cc,0.1433109118254155
1,bekk_symmetric,pval_christoffersen_cc,0.0198150493486927
1,bekk_asymmetric,pval_christoffersen_cc,0.19844490139815685
1,dcc,pval_christoffersen_cc,0.0198150493486927
1,adcc,pval_christoffersen_cc,0.0198150493486927
2,lstm_normal,pval_christoffersen_cc,0.2482373457408814
2,lstm_student,pval_christoffersen_cc,0.2357326905150423
2,gru_normal,pval_christoffersen_cc,0.1433109118254155
2,gru_student,pval_christoffersen_cc,0.1433109118254155
2,bekk_lstm_vector,pval_christoffersen_cc,0.012767394716730497
2,bekk_lstm_scalar,pval_christoffersen_cc,0.2482373457408814
2,bekk_lstm_mix,pval_christoffersen_cc,0.2482373457408814
2,neural_bekk_asym_diag,pval_christoffersen_cc,0.2482373457408814
2,bekk_symmetric,pval_christoffersen_cc,0.0198150493486927
2,bekk_asymmetric,pval_christoffersen_cc,0.19844490139815685
2,dcc,pval_christoffersen_cc,0.0198150493486927
2,adcc,pval_christoffersen_cc,0.0198150493486927
3,lstm_normal,pval_christoffersen_cc,0.2357326905150423
3,lstm_student,pval_christoffersen_cc,0.2482373457408814
3,gru_normal,pval_christoffersen_cc,0.008302090546974316
3,gru_student,pval_christoffersen_cc,0.004515227738370812
3,bekk_lstm_vector,pval_christoffersen_cc,0.2482373457408814
3,bekk_lstm_scalar,pval_christoffersen_cc,0.2482373457408814
3,bekk_lstm_mix,pval_christoffersen_cc,0.19738826013811153
3,neural_bekk_asym_diag,pval_christoffersen_cc,0.2482373457408814
3,bekk_symmetric,pval_christoffersen_cc,0.0198150493486927
3,bekk_asymmetric,pval_christoffersen_cc,0.19844490139815685
3,dcc,pval_christoffersen_cc,0.0198150493486927
3,adcc,pval_christoffersen_cc,0.0198150493486927
4,lstm_normal,pval_christoffersen_cc,0.2482373457408814
4,lstm_student,pval_christoffersen_cc,0.2357326905150423
4,gru_normal,pval_christoffersen_cc,0.2482373457408814
4,gru_student,pval_christoffersen_cc,0.1433109118254155
4,bekk_lstm_vector,pval_christoffersen_cc,0.2482373457408814
4,bekk_lstm_scalar,pval_christoffersen_cc,0.2335600034318475
4,bekk_lstm_mix,pval_christoffersen_cc,0.2482373457408814
4,neural_bekk_asym_diag,pval_christoffersen_cc,0.2357326905150423
4,bekk_symmetric,pval_christoffersen_cc,0.0198150493486927
4,bekk_asymmetric,pval_christoffersen_cc,0.19844490139815685
4,dcc,pval_christoffersen_cc,0.0198150493486927
4,adcc,pval_christoffersen_cc,0.0198150493486927
5,lstm_normal,pval_christoffersen_cc,0.2482373457408814
5,lstm_student,pval_christoffersen_cc,0.2335600034318475
5,gru_normal,pval_christoffersen_cc,0.19738826013811153
5,gru_student,pval_christoffersen_cc,0.1433109118254155
5,bekk_lstm_vector,pval_christoffersen_cc,0.01683524112739315
5,bekk_lstm_scalar,pval_christoffersen_cc,0.2335600034318475
5,bekk_lstm_mix,pval_christoffersen_cc,0.2357326905150423
5,neural_bekk_asym_diag,pval_christoffersen_cc,0.19738826013811153
5,bekk_symmetric,pval_christoffersen_cc,0.0198150493486927
5,bekk_asymmetric,pval_christoffersen_cc,0.19844490139815685
5,dcc,pval_christoffersen_cc,0.0198150493486927
5,adcc,pval_christoffersen_cc,0.0198150493486927
6,lstm_normal,pval_christoffersen_cc,0.2482373457408814
6,lstm_student,pval_christoffersen_cc,0.2482373457408814
6,gru_normal,pval_christoffersen_cc,0.19738826013811153
6,gru_student,pval_christoffersen_cc,0.19738826013811153
6,bekk_lstm_vector,pval_christoffersen_cc,0.2482373457408814
6,bekk_lstm_scalar,pval_christoffersen_cc,0.2357326905150423
6,bekk_lstm_mix,pval_christoffersen_cc,0.19738826013811153
6,neural_bekk_asym_diag,pval_christoffersen_cc,0.19738826013811153
6,bekk_symmetric,pval_christoffersen_cc,0.0198150493486927
6,bekk_asymmetric,pval_christoffersen_cc,0.19844490139815685
6,dcc,pval_christoffersen_cc,0.0198150493486927
6,adcc,pval_christoffersen_cc,0.0198150493486927
7,lstm_normal,pval_christoffersen_cc,0.2357326905150423
7,lstm_student,pval_christoffersen_cc,0.2357326905150423
7,gru_normal,pval_christoffersen_cc,0.2357326905150423
7,gru_student,pval_christoffersen_cc,0.19738826013811153
7,bekk_lstm_vector,pval_christoffersen_cc,0.008302090546974316
7,bekk_lstm_scalar,pval_christoffersen_cc,0.2357326905150423
7,bekk_lstm_mix,pval_christoffersen_cc,0.2357326905150423
7,neural_bekk_asym_diag,pval_christoffersen_cc,0.1433109118254155
7,bekk_symmetric,pval_christoffersen_cc,0.0198150493486927
7,bekk_asymmetric,pval_christoffersen_cc,0.19844490139815685
7,dcc,pval_christoffersen_cc,0.0198150493486927
7,adcc,pval_christoffersen_cc,0.0198150493486927
8,lstm_normal,pval_christoffersen_cc,0.2357326905150423
8,lstm_student,pval_christoffersen_cc,0.012767394716730497
8,gru_normal,pval_christoffersen_cc,0.1433109118254155
8,gru_student,pval_christoffersen_cc,0.19738826013811153
8,bekk_lstm_vector,pval_christoffersen_cc,0.01683524112739315
8,bekk_lstm_scalar,pval_christoffersen_cc,0.2357326905150423
8,bekk_lstm_mix,pval_christoffersen_cc,0.19738826013811153
8,neural_bekk_asym_diag,pval_christoffersen_cc,0.2357326905150423
8,bekk_symmetric,pval_christoffersen_cc,0.0198150493486927
8,bekk_asymmetric,pval_christoffersen_cc,0.19844490139815685
8,dcc,pval_christoffersen_cc,0.0198150493486927
8,adcc,pval_christoffersen_cc,0.0198150493486927
9,lstm_normal,pval_christoffersen_cc,0.2482373457408814
9,lstm_student,pval_christoffersen_cc,0.2482373457408814
9,gru_normal,pval_christoffersen_cc,0.008302090546974316
9,gru_student,pval_christoffersen_cc,0.008302090546974316
9,bekk_lstm_vector,pval_christoffersen_cc,0.1433109118254155
9,bekk_lstm_scalar,pval_christoffersen_cc,0.2357326905150423
9,bekk_lstm_mix,pval_christoffersen_cc,0.1433109118254155
9,neural_bekk_asym_diag,pval_christoffersen_cc,0.2357326905150423
9,bekk_symmetric,pval_christoffersen_cc,0.0198150493486927
9,bekk_asymmetric,pval_christoffersen_cc,0.19844490139815685
9,dcc,pval_christoffersen_cc,0.0198150493486927
9,adcc,pval_christoffersen_cc,0.0198150493486927
42,lstm_normal,pval_christoffersen_cc,0.2357326905150423
42,lstm_student,pval_christoffersen_cc,0.19738826013811153
42,gru_normal,pval_christoffersen_cc,0.1433109118254155
42,gru_student,pval_christoffersen_cc,0.19738826013811153
42,bekk_lstm_vector,pval_christoffersen_cc,0.01683524112739315
42,bekk_lstm_scalar,pval_christoffersen_cc,0.2482373457408814
42,bekk_lstm_mix,pval_christoffersen_cc,0.19738826013811153
42,neural_bekk_asym_diag,pval_christoffersen_cc,0.1433109118254155
42,bekk_symmetric,pval_christoffersen_cc,0.0198150493486927
42,bekk_asymmetric,pval_christoffersen_cc,0.19844490139815685
42,dcc,pval_christoffersen_cc,0.0198150493486927
42,adcc,pval_christoffersen_cc,0.0198150493486927
0,lstm_normal,pval_dq,0.05661014066544878
0,lstm_student,pval_dq,0.10913681407622955
0,gru_normal,pval_dq,0.0779555704319902
0,gru_student,pval_dq,0.05419068044823894
0,bekk_lstm_vector,pval_dq,0.058978729149800624
0,bekk_lstm_scalar,pval_dq,0.09007413207964421
0,bekk_lstm_mix,pval_dq,0.08724741386146795
0,neural_bekk_asym_diag,pval_dq,0.0798897786891769
0,bekk_symmetric,pval_dq,3.925878267807548e-06
0,bekk_asymmetric,pval_dq,0.0007528904429318084
0,dcc,pval_dq,2.2002405287713245e-06
0,adcc,pval_dq,2.200240507232998e-06
1,lstm_normal,pval_dq,0.05850035671144738
1,lstm_student,pval_dq,0.07670729622719408
1,gru_normal,pval_dq,0.049076766998651045
1,gru_student,pval_dq,0.04410092765309537
1,bekk_lstm_vector,pval_dq,2.0609735717491695e-05
1,bekk_lstm_scalar,pval_dq,0.11660144543758177
1,bekk_lstm_mix,pval_dq,0.07916232872970685
1,neural_bekk_asym_diag,pval_dq,0.0441224695136031
1,bekk_symmetric,pval_dq,3.925878267807548e-06
1,bekk_asymmetric,pval_dq,0.0007528904429318084
1,dcc,pval_dq,2.2002405287713245e-06
1,adcc,pval_dq,2.200240507232998e-06
2,lstm_normal,pval_dq,0.03276158424165121
2,lstm_student,pval_dq,0.06331597138630529
2,gru_normal,pval_dq,0.04198615577646425
2,gru_student,pval_dq,0.04962638701767075
2,bekk_lstm_vector,pval_dq,4.832540034804822e-09
2,bekk_lstm_scalar,pval_dq,0.10394039704437485
2,bekk_lstm_mix,pval_dq,0.14004539518690828
2,neural_bekk_asym_diag,pval_dq,0.1715646729254644
2,bekk_symmetric,pval_dq,3.925878267807548e-06
2,bekk_asymmetric,pval_dq,0.0007528904429318084
2,dcc,pval_dq,2.2002405287713245e-06
2,adcc,pval_dq,2.200240507232998e-06
3,lstm_normal,pval_dq,0.056439480130149655
3,lstm_student,pval_dq,0.05459521124379052
3,gru_normal,pval_dq,5.94758406968765e-08
3,gru_student,pval_dq,1.8390463596418272e-09
3,bekk_lstm_vector,pval_dq,0.10051491169501403
3,bekk_lstm_scalar,pval_dq,0.08057783682993647
3,bekk_lstm_mix,pval_dq,0.054331139718049926
3,neural_bekk_asym_diag,pval_dq,0.1697220516879534
3,bekk_symmetric,pval_dq,3.925878267807548e-06
3,bekk_asymmetric,pval_dq,0.0007528904429318084
3,dcc,pval_dq,2.2002405287713245e-06
3,adcc,pval_dq,2.200240507232998e-06
4,lstm_normal,pval_dq,0.15188082772520772
4,lstm_student,pval_dq,0.07264069798503647
4,gru_normal,pval_dq,0.14818649058005395
4,gru_student,pval_dq,0.045825751733329256
4,bekk_lstm_vector,pval_dq,0.10109764913069208
4,bekk_lstm_scalar,pval_dq,0.12283206717915884
4,bekk_lstm_mix,pval_dq,0.1375664935903047
4,neural_bekk_asym_diag,pval_dq,0.1490424685032098
4,bekk_symmetric,pval_dq,3.925878267807548e-06
4,bekk_asymmetric,pval_dq,0.0007528904429318084
4,dcc,pval_dq,2.2002405287713245e-06
4,adcc,pval_dq,2.200240507232998e-06
5,lstm_normal,pval_dq,0.08625158710801706
5,lstm_student,pval_dq,0.012199860217337655
5,gru_normal,pval_dq,0.07247672991629772
5,gru_student,pval_dq,0.039753295172159864
5,bekk_lstm_vector,pval_dq,1.0686411825444608e-06
5,bekk_lstm_scalar,pval_dq,0.09897878139509664
5,bekk_lstm_mix,pval_dq,0.09335122742753266
5,neural_bekk_asym_diag,pval_dq,0.08349239139698805
5,bekk_symmetric,pval_dq,3.925878267807548e-06
5,bekk_asymmetric,pval_dq,0.0007528904429318084
5,dcc,pval_dq,2.2002405287713245e-06
5,adcc,pval_dq,2.200240507232998e-06
6,lstm_normal,pval_dq,0.07181524362325942
6,lstm_student,pval_dq,0.028630882730064977
6,gru_normal,pval_dq,0.06665090300293941
6,gru_student,pval_dq,0.05317311652706447
6,bekk_lstm_vector,pval_dq,0.07036212232812489
6,bekk_lstm_scalar,pval_dq,0.122983913792027
6,bekk_lstm_mix,pval_dq,0.046972552954674285
6,neural_bekk_asym_diag,pval_dq,0.06659110310536487
6,bekk_symmetric,pval_dq,3.925878267807548e-06
6,bekk_asymmetric,pval_dq,0.0007528904429318084
